ConstituentID,DisplayName,Nationality
767,Rodolphe Bresdin,France
768,Andr Breton,France
769,Marcel Breuer,UNITED STATES OF AMERICA
771,William Brice,UNITED STATES OF AMERICA
772,Charles D. Briddell,UNITED STATES OF AMERICA
773,Marilyn Bridges,UNITED STATES OF AMERICA
774,Barry Bridgwood,UNITED STATES OF AMERICA
775,G. Stanislaus Brien,United Kingdom
776,Judson Briggs,UNITED STATES OF AMERICA
777,Anne W. Brigman,UNITED STATES OF AMERICA
778,Serge Brignoni,Switzerland
779,Denis Brihat,France
780,Enrique Brinkmann,Spain
781,Horace Bristol,UNITED STATES OF AMERICA
782,L. N. Britton,UNITED STATES OF AMERICA
783,Ren Br,France
784,John Brockman,UNITED STATES OF AMERICA
785,Gottfried Brockmann,Germany
787,Gandy Brodie,UNITED STATES OF AMERICA
788,Alexey Brodovitch,UNITED STATES OF AMERICA
789,Alexander Brodsky,Russia
790,Jrgen Brodwolf,Switzerland
791,Stephen Brody,UNITED STATES OF AMERICA
792,Horace Brodzky,UNITED STATES OF AMERICA
793,Stig Br¿gger,Denmark
794,Robert Broner,UNITED STATES OF AMERICA
795,Marcel Broodthaers,Belgium
796,Alexander Brook,UNITED STATES OF AMERICA
797,John Brook,UNITED STATES OF AMERICA
798,James Brooks,UNITED STATES OF AMERICA
799,Milton Brooks,UNITED STATES OF AMERICA
800,Wendell Brooks,UNITED STATES OF AMERICA
801,Harry Brorby,UNITED STATES OF AMERICA
802,Joan Brossa,Spain
803,Gary Stephen Brotmeyer,UNITED STATES OF AMERICA
804,Arthur William Brown,UNITED STATES OF AMERICA
805,Gustav A. Brown,UNITED STATES OF AMERICA
806,James Brown,UNITED STATES OF AMERICA
807,Joan Brown,UNITED STATES OF AMERICA
808,Kathan Brown,UNITED STATES OF AMERICA
809,Margaret DeM Brown,UNITED STATES OF AMERICA
810,Ray Brown,UNITED STATES OF AMERICA
811,Roger Brown,UNITED STATES OF AMERICA
814,Byron Browne,UNITED STATES OF AMERICA
815,Colleen Browning,UNITED STATES OF AMERICA
816,Robert Brownjohn,UNITED STATES OF AMERICA
817,Kenneth Brozen,UNITED STATES OF AMERICA
818,Roser Llop Bru,Chilean
819,Salvador Bru,Chilean
820,Jon O. Brubaker,UNITED STATES OF AMERICA
821,Patrick Henry Bruce,UNITED STATES OF AMERICA
822,Anton Bruehl,UNITED STATES OF AMERICA
824,Francis Bruguire,UNITED STATES OF AMERICA
825,Paul Brhwiler,Switzerland
826,William Brui,Russia
827,Brumhoff,Nationality unknown
828,Donald Brun,Switzerland
829,Peter Brning,Germany
830,Robert Brunner,UNITED STATES OF AMERICA
831,Albin Brunovsky,Slovak
832,Norman Bruns,UNITED STATES OF AMERICA
833,Gnter Brus,Austria
834,Grisha Bruskin,Russia
835,Wim Brusse,Netherlands
836,William Bryant,UNITED STATES OF AMERICA
837,Camille Bryen,France
838,Tadeusz Brzozowski,Polish
839,Gernot Bubenik,Germany
840,Boris Bu_an,Croatian
841,Erich Buchegger,Austria
842,Gustave Buchet,Switzerland
843,Carl Buchheister,Germany
844,Erich Buchholz,Germany
845,John Buck,UNITED STATES OF AMERICA
846,Peer Bcking,Germany
847,John Buckland-Wright,United Kingdom
848,Peter H. Buckley,UNITED STATES OF AMERICA
849,Stephen Buckley,United Kingdom
850,David Budd,UNITED STATES OF AMERICA
851,Dan Budnik,UNITED STATES OF AMERICA
852,Budry,Greek
853,Eugene Buechel,UNITED STATES OF AMERICA
854,Alice Standish Buell,UNITED STATES OF AMERICA
855,Bernard Buffet,France
856,Fritz Bhler,Switzerland
857,Felix Buhot,France
858,Adam Bujak,Polish
860,John G. Bullock,UNITED STATES OF AMERICA
861,Wynn Bullock,UNITED STATES OF AMERICA
862,Torun Blow-Hbe,Swedish
863,Louis Bunce,UNITED STATES OF AMERICA
864,Willi Bunkowski,Germany
865,douard-Wilfred Buquet,France
866,Pierre Buraglio,France
867,Pablo Burchard,Chilean
869,Max Burchartz,Germany
870,Charles Burchfield,UNITED STATES OF AMERICA
871,Chris Burden,UNITED STATES OF AMERICA
873,Daniel Buren,France
874,Bill Burke,UNITED STATES OF AMERICA
875,Burkhard,Switzerland
876,Paul Burlin,UNITED STATES OF AMERICA
877,David Burliuk,Ukrainian
878,Ian Burn,Australia
879,Edward Burne-Jones,United Kingdom
880,Deirdre Burnett,United Kingdom
881,Joseph Burnett,UNITED STATES OF AMERICA
882,Marsha Burns,UNITED STATES OF AMERICA
883,Edward Burra,United Kingdom
884,Alberto Burri,Italy
885,Ren Burri,Switzerland
886,Larry Burrows,United Kingdom
888,Richmond Burton,UNITED STATES OF AMERICA
889,Scott Burton,UNITED STATES OF AMERICA
890,Pol Bury,Belgium
892,Andrew Foster Bush,UNITED STATES OF AMERICA
893,Jack Bush,Canada
894,Wolf von dem Bussche,UNITED STATES OF AMERICA
895,Solomon D. Butcher,UNITED STATES OF AMERICA
898,Frances Butler,UNITED STATES OF AMERICA
899,Horacio A. Butler,Argentina
900,Reg Butler,United Kingdom
901,Elizabeth Butterworth,United Kingdom
902,James Lee Byars,UNITED STATES OF AMERICA
903,Michael Byron,UNITED STATES OF AMERICA
904,C.N. and Company,United Kingdom
905,Roland Cabot,Brazil
906,Luigi Caccia Dominioni,Italy
907,Cadavre Exquis,France
908,John Cadenhead,UNITED STATES OF AMERICA
909,Paul Cadmus,UNITED STATES OF AMERICA
910,Poul Cadovius,Denmark
911,Deborah Fleming Caffery,UNITED STATES OF AMERICA
912,John Cage,UNITED STATES OF AMERICA
913,Corrado Cagli,Italy
914,Miriam Cahn,Switzerland
915,Marcelle Cahn,France
916,Fred Cain,UNITED STATES OF AMERICA
917,Jos Milner Cajahuaringa,Peruvian
918,Charles Cajori,UNITED STATES OF AMERICA
919,Letterio Calapai,UNITED STATES OF AMERICA
920,Nicolas Calas,UNITED STATES OF AMERICA
921,Lawrence Calcagno,UNITED STATES OF AMERICA
922,Alexander Calder,UNITED STATES OF AMERICA
923,Dale R. Caldwell,UNITED STATES OF AMERICA
924,Harry Callahan,UNITED STATES OF AMERICA
925,Kenneth Callahan,UNITED STATES OF AMERICA
926,Mary Callery,UNITED STATES OF AMERICA
927,Edwin Calligan,United Kingdom
928,Jo Ann Callis,UNITED STATES OF AMERICA
931,"P. E. Camerer, St. Paul, MN",UNITED STATES OF AMERICA
932,Julia Margaret Cameron,United Kingdom
933,Julio Camino Sanchez,Peruvian
934,Luis Camnitzer,Uruguayan
935,Charles Camoin,France
937,Nickie Campbell,UNITED STATES OF AMERICA
938,Jewett Campbell,UNITED STATES OF AMERICA
939,Steven Campbell,United Kingdom
940,Heinrich Campendonk,Germany
941,Antonia Campi,Italy
942,Massimo Campigli,Italy
944,Peter Campus,UNITED STATES OF AMERICA
945,Vincent Canad,UNITED STATES OF AMERICA
946,Antonio Caavate Gmez,Spain
947,John Candelario,UNITED STATES OF AMERICA
948,Louis Cane,France
949,Giacomo Caneva,Italy
950,Johannes Canis,Germany
952,Rafael Canogar,Spain
953,Domenico Cantatore,Italy
954,Federico Cant,Mexico
955,Cornell Capa,UNITED STATES OF AMERICA
956,Robert Capa,UNITED STATES OF AMERICA
957,Bruno Capacci,Italy
958,Josef Capek,Czech
959,Alfred Capel Cure,United Kingdom
960,Giuseppe Capogrossi,Italy
961,Paul Caponigro,UNITED STATES OF AMERICA
962,Leonetto Cappiello,France
963,Luis B. Caputo Demarco,Argentina
964,Aida Carballo,Argentina
965,Miguel-çngel Crdenas,Netherlands
966,Augustin Crdenas,Cuba
967,Santiago Crdenas,Colombian
968,Emil Cardinaux,Switzerland
969,Jos Bernardo Cardoso Jr.,Brazil
970,tienne Carjat,France
972,Arthur B. Carles,UNITED STATES OF AMERICA
973,C. Carleton,UNITED STATES OF AMERICA
974,Marie Carlier,France
975,Charles W. Carlson,UNITED STATES OF AMERICA
976,Richard Carlson,Australia
977,Jean Carlu,France
978,Natacha Carlu,Nationality unknown
980,Eugenio Carmi,Italy
981,John William Carnell,UNITED STATES OF AMERICA
982,Anthony Caro,United Kingdom
984,Paolo Carosone,Italy
985,Carpenter,United Kingdom
986,William L. Carqueville,UNITED STATES OF AMERICA
987,Carlo Carr,Italy
988,Mario Carreo,Chilean
989,Clara Carri,Argentina
990,Eugne Carrire,France
991,Mario Carrieri,Italy
993,Leonora Carrington,United Kingdom
994,John Carroll,UNITED STATES OF AMERICA
996,Patricia Jon Carroll,UNITED STATES OF AMERICA
998,Clarence H. Carter,UNITED STATES OF AMERICA
999,Paul Carter,UNITED STATES OF AMERICA
1000,Henri Cartier-Bresson,France
1001,Flavio de R. Carvalho,Brazil
1003,Caryb (Hector Bernab),Brazil
1004,John Casado,UNITED STATES OF AMERICA
1007,Andrea Cascella,Italy
1008,Pietro Cascella,Italy
1009,Jacqueline S. Casey,UNITED STATES OF AMERICA
1010,Sydney Cash,UNITED STATES OF AMERICA
1011,Casio Computer Co. Ltd.,Japan
1012,Tranquillo Casiraghi,Italy
1013,Felice Casorati,Italy
1014,Karl Caspar,Germany
1015,A. M. Cassandre,France
1016,Mary Cassatt,UNITED STATES OF AMERICA
1017,Axel Cassel,France
1019,Herbert Carroll Cassill,UNITED STATES OF AMERICA
1021,Rodolfo V Castagna,Argentina
1023,Moshe Elazar Castel,Israeli
1024,Pedro Castelar Bez,Mexico
1025,Enrico Castellani,Italy
1026,Julio Castellanos,Mexico
1027,Federico Castellon,UNITED STATES OF AMERICA
1028,Achille Castiglioni,Italy
1029,Pier Giacomo Castiglioni,Italy
1031,Rosemarie Castoro,UNITED STATES OF AMERICA
1033,Vita Castro,Mexico
1034,Enrique Castro-Cid,Chilean
1035,P. H. Caswell,UNITED STATES OF AMERICA
1036,Umberto Catalano,Italy
1037,Elizabeth Catlett,UNITED STATES OF AMERICA
1038,Bob Cato,Nationality unknown
1039,Patrick Caulfield,United Kingdom
1040,Cause,France
1041,Alik Cavaliere,Italy
1042,Giorgio Cavallon,UNITED STATES OF AMERICA
1043,Cazals,France
1044,Bruno Ceccobelli,Italy
1045,Francis Celentano,UNITED STATES OF AMERICA
1046,Stojan Celic,Nationality unknown
1047,Prez Celis,Argentina
1048,Vija Celmins,UNITED STATES OF AMERICA
1049,Centrokappa Design and Communication,Italy
1050,Edmond Ceria,France
1051,Emilio Cerri,Italy
1052,Csar (Csar Baldaccini),France
1053,Paul Czanne,France
1054,Lynn Chadwick,United Kingdom
1055,Marc Chagall,France
1056,Roger Chailloux,Netherlands
1057,Gaston Chaissac,France
1058,Paul Chaleff,UNITED STATES OF AMERICA
1059,Samuel Chamberlain,UNITED STATES OF AMERICA
1060,John Chamberlain,UNITED STATES OF AMERICA
1062,Chambers,UNITED STATES OF AMERICA
1063,Martn Chambi,Peruvian
1064,Roger Chancel,France
1065,Bruce Chandler,UNITED STATES OF AMERICA
1068,Linda Chapman,UNITED STATES OF AMERICA
1069,Andr Chapon,France
1070,Walter Chappell,UNITED STATES OF AMERICA
1071,Serge Charchoune,Russia
1072,Chargesheimer (Karl-Heinz Hargesheimer),Germany
1073,Sarah Charlesworth,UNITED STATES OF AMERICA
1074,Jean Charlot,UNITED STATES OF AMERICA
1078,Louisa Chase,UNITED STATES OF AMERICA
1080,Theodore Chassriau,France
1081,Roger Chastel,France
1083,Edward Chavez,UNITED STATES OF AMERICA
1084,Jos Chvez Morado,Mexico
1085,Santos Chvez,Chilean
1086,Bernard Cheese,United Kingdom
1088,Cheng Sha Ping,China
1089,Jules Chret,France
1091,Ivan Chermayeff,UNITED STATES OF AMERICA
1092,Norman Cherner,UNITED STATES OF AMERICA
1093,Iakov Chernikhov,Russia
1095,Michael Chernyshov,Russia
1096,Lee Chesney,UNITED STATES OF AMERICA
1097,Sandro Chia,Italy
1098,Miriam Chiaverini,Brazil
1099,Judy Chicago,UNITED STATES OF AMERICA
1100,John Chick,UNITED STATES OF AMERICA
1101,Pietro Chiesa,Italy
1103,Bernard Childs,UNITED STATES OF AMERICA
1104,Eduardo Chillida,Spain
1105,Thomas Chimes,UNITED STATES OF AMERICA
1106,Giorgio de Chirico,Italy
1107,Marcel Chirnoaga,Romanian
1108,Anna Chojnacka,Polish
1109,Seiji Chokai,Japan
1110,Chunghi Choo,UNITED STATES OF AMERICA
1111,Gilles-Louis Chrtien,France
1112,William Christenberry,UNITED STATES OF AMERICA
1113,Dan Christensen,UNITED STATES OF AMERICA
1114,Christo,UNITED STATES OF AMERICA
1116,Howard Chandler Christy,UNITED STATES OF AMERICA
1117,Halina Chrostowska,Polish
1118,Chryssa,UNITED STATES OF AMERICA
1119,Caldecot Chubb,UNITED STATES OF AMERICA
1120,John W. Church,UNITED STATES OF AMERICA
1122,Seymour Chwast,UNITED STATES OF AMERICA
1123,Michael Ciavolino,UNITED STATES OF AMERICA
1124,Carmen L. Cicero,UNITED STATES OF AMERICA
1125,Roman Cieslewicz,France
1126,Nicolai Cikovsky,UNITED STATES OF AMERICA
1128,Carlo Cisventi,Italy
1129,Paul Citroen,Netherlands
1130,Minna Citron,UNITED STATES OF AMERICA
1132,Pierre Eugne Clairin,France
1133,Larry Clark,UNITED STATES OF AMERICA
1134,John Clem Clarke,UNITED STATES OF AMERICA
1135,Edna Clarke-Hall,United Kingdom
1136,Jos Claudio Da Silva,Brazil
1137,Carlfriedrich Claus,Germany
1138,Antoni Clav,Spain
1139,Maude Schuyler Clay,UNITED STATES OF AMERICA
1140,Clanthe (Clante Carr),UNITED STATES OF AMERICA
1142,Roman Clemens,Switzerland
1143,Gisela Clemens,Germany
1144,Mildred Leo Clemens,UNITED STATES OF AMERICA
1145,Francesco Clemente,Italy
1146,Lucien Clergue,France
1147,Fabrizio Clerici,Italy
1148,Pierre Clerk,Canada
1150,Henry Cliffe,United Kingdom
1151,Charles Clifford,United Kingdom
1152,William Clift,UNITED STATES OF AMERICA
1153,Paul Clinton,UNITED STATES OF AMERICA
1155,Carroll Cloar,UNITED STATES OF AMERICA
1156,Chuck Close,UNITED STATES OF AMERICA
1157,John Timothy Close,UNITED STATES OF AMERICA
1158,Emile Clouet,France
1159,Prunella Clough,United Kingdom
1160,Stanley T. Clough,UNITED STATES OF AMERICA
1161,William Clutz,UNITED STATES OF AMERICA
1162,Gerald Coble,UNITED STATES OF AMERICA
1163,Chema Cobo,Spain
1164,Alvin Langdon Coburn,UNITED STATES OF AMERICA
1167,Sam Cocomise,UNITED STATES OF AMERICA
1168,Jean Cocteau,France
1170,Sue Coe,United Kingdom
1171,Haskell Coffin,UNITED STATES OF AMERICA
1172,Bernard Cohen,United Kingdom
1173,Barry Cohen,UNITED STATES OF AMERICA
1174,George Cohen,UNITED STATES OF AMERICA
1175,Mark Cohen,UNITED STATES OF AMERICA
1176,Sheldon Cohen,Canada
1177,Pinchas Cohen Gan,Israeli
1178,Charles Coiner,UNITED STATES OF AMERICA
1179,Van Deren Coke,UNITED STATES OF AMERICA
1180,Luigi Colani,Germany
1181,Isaac I. Cole,UNITED STATES OF AMERICA
1182,Glenn O. Coleman,UNITED STATES OF AMERICA
1183,Robert Colescott,UNITED STATES OF AMERICA
1184,Warrington Colescott,UNITED STATES OF AMERICA
1185,Paul Colin,France
1186,Edward Colker,UNITED STATES OF AMERICA
1187,Ettore Colla,Italy
1188,John Collins,UNITED STATES OF AMERICA
1189,Leo Collins,UNITED STATES OF AMERICA
1190,Marjory Collins,UNITED STATES OF AMERICA
1192,Andr Collot,France
1193,Roy Colmer,United Kingdom
1194,Gino Colombini,Italy
1195,Gianni Colombo,Italy
1196,Joe Colombo,Italy
1197,Ithell Colquhoun,United Kingdom
1198,Robert Colquhoun,United Kingdom
1199,Greg Colson,UNITED STATES OF AMERICA
1201,Alvin Colt,UNITED STATES OF AMERICA
1202,Ian Colverson,United Kingdom
1203,Alex Colville,Canada
1204,Franklin Colvin,UNITED STATES OF AMERICA
1205,Ulysse Comtois,Canada
1207,Edward Condak,UNITED STATES OF AMERICA
1208,Miguel Conde,Mexico
1209,Charles Conder,United Kingdom
1210,George Condo,UNITED STATES OF AMERICA
1211,William Congdon,UNITED STATES OF AMERICA
1213,Lee Conklin,UNITED STATES OF AMERICA
1214,Will Connell,UNITED STATES OF AMERICA
1215,Bruce Conner,UNITED STATES OF AMERICA
1216,Gregory Conniff,UNITED STATES OF AMERICA
1217,Linda Connor,UNITED STATES OF AMERICA
1218,Robert Conover,UNITED STATES OF AMERICA
1219,Conrad,UNITED STATES OF AMERICA
1220,Conran Associates,United Kingdom
1221,Pietro Consagra,Italy
1222,William H. Constable,Australia
1223,Denis Constanduros,Nationality unknown
1224,Constant (Constant Anton Nieuwenhuys),Netherlands
1225,George Constant,UNITED STATES OF AMERICA
1226,D. Constantin,Greek
1228,Howard Cook,UNITED STATES OF AMERICA
1229,Lia Cook,UNITED STATES OF AMERICA
1231,Austin Cooper,United Kingdom
1232,Frederick George Cooper,UNITED STATES OF AMERICA
1234,Francisco Copello,Chilean
1235,Hans Coper,United Kingdom
1236,Andries Dirk Copier,Netherlands
1237,John Coplans,United Kingdom
1238,William Copley,UNITED STATES OF AMERICA
1239,Silvio Coppola,Italy
1240,Edward Corbett,UNITED STATES OF AMERICA
1241,Al Corchia,UNITED STATES OF AMERICA
1242,E. M. Cordier,Germany
1243,Lovis Corinth,Germany
1245,Eugne Corneau,France
1246,Corneille (Guillaume van Beverloo),Netherlands
1247,Joseph Cornell,UNITED STATES OF AMERICA
1248,Thomas Cornell,UNITED STATES OF AMERICA
1249,"Corning Glass Works, Corning, NY",UNITED STATES OF AMERICA
1250,Hector Coronado,Mexico
1251,Pedro Coronel,Mexico
1253,Jean-Baptiste-Camille Corot,France
1254,Antonio Corpora,Italy
1255,Gloria Cortella,UNITED STATES OF AMERICA
1256,Erasto Cortes Juarez,Mexico
1257,Jean Cortot,France
1258,Steven Cortright,UNITED STATES OF AMERICA
1260,Marie Cosindas,UNITED STATES OF AMERICA
1261,Herman Costa,UNITED STATES OF AMERICA
1262,Olga Costa,Mexico
1263,Toni Costa,Italy
1264,Flavio Costantini,Italy
1265,John Costigan,UNITED STATES OF AMERICA
1266,Alan Cote,UNITED STATES OF AMERICA
1267,Robert Cottingham,UNITED STATES OF AMERICA
1268,Othon Coubine (or Otakar Kubin),Czech
1270,Jack Coughlin,UNITED STATES OF AMERICA
1271,Graham Coughtry,Canada
1272,Coulon,France
1273,Edward Countey,UNITED STATES OF AMERICA
1274,Pierre Courtin,France
1275,Morison S. Cousins,UNITED STATES OF AMERICA
1276,Lucien Coutaud,France
1277,Robert Couturier,France
1278,Wessel Couzijn,Netherlands
1279,Miguel Covarrubias,Mexico
1280,John Covert,UNITED STATES OF AMERICA
1281,Robert Cowan,UNITED STATES OF AMERICA
1282,Clement Cowles,United Kingdom
1283,George C. Cox,UNITED STATES OF AMERICA
1284,Jan Cox,Belgium
1285,Douglas Craft,UNITED STATES OF AMERICA
1286,Tony Cragg,United Kingdom
1287,Edward Gordon Craig,United Kingdom
1288,Michael Craig-Martin,United Kingdom
1289,Konrad Cramer,UNITED STATES OF AMERICA
1290,Martin Crampton,Nationality unknown
1291,Rollin Crampton,UNITED STATES OF AMERICA
1292,Barbara Crane,UNITED STATES OF AMERICA
1293,Meg Cranston,UNITED STATES OF AMERICA
1294,Crash (John Matos),UNITED STATES OF AMERICA
1297,Mario Cravo Junior,Brazil
1298,Ralston Crawford,UNITED STATES OF AMERICA
1299,John Craxton,United Kingdom
1300,Robert Creeley,UNITED STATES OF AMERICA
1301,Robert Cremean,UNITED STATES OF AMERICA
1302,Leon Cremire,France
1303,Leonardo Cremonini,Italy
1304,L. Crenuere & Cie.,France
1305,Adolphe Crespin,Belgium
1306,Luca Crippa,Italy
1307,Roberto Crippa,Italy
1308,Renato Cristiano,Italy
1310,George P. Critcherson,UNITED STATES OF AMERICA
1311,Allan Rohan Crite,UNITED STATES OF AMERICA
1312,Ted Croner,UNITED STATES OF AMERICA
1313,Henri-Edmond Cross,France
1314,Wim Crouwel,Netherlands
1316,Robin Crozier,United Kingdom
1317,George Cruikshank,United Kingdom
1318,Jason Crum,UNITED STATES OF AMERICA
1319,William Crutchfield,UNITED STATES OF AMERICA
1320,Emilio Cruz,UNITED STATES OF AMERICA
1321,Carlos Cruz-Diez,Venezuelan
1322,John J. Cu Roi,UNITED STATES OF AMERICA
1323,Enzo Cucchi,Italy
1325,Jos Luis Cuevas,Mexico
1326,Modest Cuixart,Spain
1327,Gordon Cullen,United Kingdom
1329,Ben L. Culwell,UNITED STATES OF AMERICA
1330,Robert Cumming,UNITED STATES OF AMERICA
1331,Jos Alfonso Cuni,Nationality unknown
1332,Imogen Cunningham,UNITED STATES OF AMERICA
1333,Ben Cunningham (Benjamin Frazier Cunningham),UNITED STATES OF AMERICA
1334,John Timothy Curran,UNITED STATES OF AMERICA
1335,Anthony Currell,United Kingdom
1336,William R. Current,UNITED STATES OF AMERICA
1337,Francis Edmund Currey,United Kingdom
1338,Charles H. Currier,UNITED STATES OF AMERICA
1339,John Steuart Curry,UNITED STATES OF AMERICA
1340,Rolf Curt,Germany
1341,Edward Curtis,UNITED STATES OF AMERICA
1343,Lily Cushing,UNITED STATES OF AMERICA
1344,Ronnie Cutrone,UNITED STATES OF AMERICA
1345,Eugne Cuvelier,France
1346,Gunnar Cyrn,Swedish
1347,Jerzy Czerniawski,Polish
1348,Carl Otto Czeschka,Austria
1349,Allan D'Arcangelo,UNITED STATES OF AMERICA
1350,Lajos D'Ebneth,Hungarian
1351,Rol d'Haese,Belgium
1353,Alfredo da Silva,Bolivian
1355,Dagron & Cie.,France
1357,Louise Dahl-Wolfe,UNITED STATES OF AMERICA
1358,Karl Fred Dahmen,Germany
1359,Walter Dahn,Germany
1360,Wolfgang Dahnke,Nationality unknown
1361,Michael D. Dailey,UNITED STATES OF AMERICA
1364,Salvador Dal,Spain
1365,Francois Dallegret,France
1367,Oskar Dalvit,Switzerland
1368,Hubert Dalwood,United Kingdom
1369,Horia Damian,France
1370,Jorge Damiani,Uruguayan
1371,Charles Damiano,United Kingdom
1372,Suzanne van Damme,Belgium
1373,Ken Danby,Canada
1374,Bill Dane,UNITED STATES OF AMERICA
1375,Sergio Dangelo,Italy
1376,Mell Daniel,UNITED STATES OF AMERICA
1377,Harvey Daniels,United Kingdom
1378,Peter Danko,UNITED STATES OF AMERICA
1379,Joseph Dankowski,UNITED STATES OF AMERICA
